timestamp,altitude,course,horizontalAccuracy,latitude,longitude,rawSpeed
2013-12-22 19:36:45.690 +0000,219,159.55545,10,42.426505,-85.865527,22.706341
2013-12-22 19:36:47.690 +0000,218,171.210938,10,42.426157,-85.865585,21.391151
2013-12-22 19:36:48.721 +0000,219,170.859375,30,42.426113,-85.865547,20.361721
2013-12-22 19:36:50.677 +0000,218,157.981064,30,42.426098,-85.865181,13.427402
2013-12-22 19:36:51.746 +0000,218,157.430374,50,42.42602,-85.865138,13.284168
2013-12-22 19:36:53.672 +0000,216,157.05336,50,42.425781,-85.865003,12.420841
2013-12-22 19:36:54.720 +0000,216,157.05336,50,42.425649,-85.864927,12.925047
2013-12-22 19:36:56.694 +0000,214,157.114883,30,42.424985,-85.864538,19.480392
2013-12-22 19:36:58.677 +0000,215,159.960983,30,42.424507,-85.864277,26.719278
2013-12-22 19:36:59.711 +0000,216,160.543686,10,42.423671,-85.86383,26.904436
2013-12-22 19:37:00.730 +0000,216,162.004044,10,42.423449,-85.863724,26.764273
2013-12-22 19:37:02.671 +0000,220,164.865707,10,42.422895,-85.863582,26.173662
2013-12-22 19:37:03.694 +0000,219,165.400482,10,42.422652,-85.863479,26.296278
2013-12-22 19:37:04.815 +0000,218,165.400482,10,42.42241,-85.863368,26.299898
2013-12-22 19:37:06.669 +0000,217,167.145889,5,42.421901,-85.863194,26.95891
2013-12-22 19:37:07.885 +0000,216,168.333023,5,42.421654,-85.8631,27.349968
2013-12-22 19:37:09.735 +0000,217,171.332581,5,42.421147,-85.862973,27.712944
2013-12-22 19:37:10.788 +0000,216,171.332581,5,42.420915,-85.862921,27.738035
2013-12-22 19:37:11.897 +0000,216,172.013168,5,42.420663,-85.862882,27.469986
2013-12-22 19:37:13.668 +0000,218,173.250824,5,42.420158,-85.862747,27.450142
2013-12-22 19:37:14.729 +0000,217,178.231613,5,42.419904,-85.862748,27.440731
2013-12-22 19:37:15.929 +0000,217,178.231613,5,42.419671,-85.862714,27.178194
2013-12-22 19:37:17.740 +0000,217,178.231613,5,42.419213,-85.862685,27.160065
2013-12-22 19:37:19.884 +0000,217,178.231613,5,42.41873,-85.862679,26.911331
2013-12-22 19:37:21.729 +0000,217,178.231613,5,42.418258,-85.86269,26.567192
