"tripID","timestamp","altitude","course","horizontalAccuracy","latitude","longitude","rawSpeed","speedInMPH","verticalAccuracy","brakingFlag","speedingFlag"
"DW22122013143248227054","2013-12-22 19:38:35.735 +0000",222,179.502243,5,42.400142,-85.862347,26.188646,58.582432,3,"N","N"
"DW22122013143248227054","2013-12-22 19:38:37.687 +0000",222,179.441055,5,42.39965,-85.862326,25.586212,57.234821,3,"N","N"
"DW22122013143248227054","2013-12-22 19:38:39.731 +0000",223,181.757812,5,42.399212,-85.862367,25.222731,56.421734,4,"N","N"
"DW22122013143248227054","2013-12-22 19:38:42.682 +0000",227,180,5,42.398495,-85.862445,26.353378,58.950928,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:43.691 +0000",228,179.426758,5,42.398254,-85.862443,24.648825,55.137943,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:45.692 +0000",228,179.426758,5,42.397812,-85.862417,24.476078,54.751518,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:46.738 +0000",228,179.426758,5,42.397581,-85.862401,24.41135,54.606728,4,"N","N"
"DW22122013143248227054","2013-12-22 19:38:48.680 +0000",228,179.977127,5,42.397136,-85.862394,24.405645,54.593964,4,"N","N"
"DW22122013143248227054","2013-12-22 19:38:50.702 +0000",228,179.977127,5,42.396689,-85.862416,23.952576,53.580475,4,"N","N"
"DW22122013143248227054","2013-12-22 19:38:51.711 +0000",230,179.977127,10,42.396416,-85.86244,24.338551,54.443878,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:53.667 +0000",230,179.977127,10,42.395885,-85.862488,28.163874,63.000896,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:54.677 +0000",231,179.977127,10,42.395631,-85.862489,28.312939,63.334347,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:55.677 +0000",230,179.977127,10,42.395422,-85.862464,27.966518,62.559425,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:56.680 +0000",231,179.977127,10,42.395222,-85.86244,26.480707,59.235752,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:57.718 +0000",231,181.40625,5,42.394998,-85.86241,26.346197,58.934864,6,"N","N"
"DW22122013143248227054","2013-12-22 19:38:58.770 +0000",229,184.21875,5,42.394779,-85.862433,26.247702,58.714535,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:00.690 +0000",229,183.164062,5,42.39435,-85.862473,25.336382,56.675964,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:01.806 +0000",229,183.164062,5,42.394136,-85.862493,24.855671,55.600643,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:03.693 +0000",227,197.226562,10,42.393722,-85.862747,24.198427,54.130428,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:05.679 +0000",227,203.690094,10,42.393311,-85.862992,24.120163,53.955357,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:07.677 +0000",226,204.491959,5,42.392923,-85.863229,24.259937,54.268024,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:08.723 +0000",226,208.131241,5,42.392757,-85.863343,23.104059,51.682396,6,"N","N"
"DW22122013143248227054","2013-12-22 19:39:10.671 +0000",225,220.305084,5,42.392367,-85.863773,25.359081,56.726742,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:11.898 +0000",224,222.148544,5,42.39219,-85.863998,25.687672,57.461781,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:13.858 +0000",226,227.262787,5,42.391853,-85.864485,26.70405,59.735359,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:15.666 +0000",226,227.504822,5,42.391503,-85.864984,27.150137,60.733227,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:16.683 +0000",226,227.504822,5,42.391338,-85.86524,27.169109,60.775669,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:18.659 +0000",227,227.339081,5,42.391,-85.865724,26.85911,60.082218,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:19.903 +0000",228,227.339081,5,42.390832,-85.865957,26.790928,59.929699,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:21.750 +0000",229,227.081345,5,42.3905,-85.866447,26.740343,59.816544,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:23.679 +0000",231,226.626648,5,42.390174,-85.866936,26.869202,60.104794,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:24.738 +0000",231,226.626648,5,42.390009,-85.867177,26.46174,59.193325,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:26.735 +0000",232,226.626648,5,42.389666,-85.867661,26.425232,59.11166,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:27.854 +0000",232,226.626648,5,42.389496,-85.867899,26.690088,59.704124,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:29.737 +0000",232,226.757812,5,42.389146,-85.868378,27.029963,60.464405,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:30.855 +0000",232,226.757812,5,42.388979,-85.868618,27.085806,60.589321,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:32.722 +0000",232,226.757812,5,42.388614,-85.869129,27.11767,60.660603,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:34.710 +0000",232,227.460938,5,42.388284,-85.869614,27.119989,60.665791,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:35.884 +0000",232,227.460938,5,42.388124,-85.869858,27.119999,60.66581,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:37.728 +0000",233,227.109375,5,42.387789,-85.870361,27.438314,61.377865,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:39.811 +0000",232,227.460938,5,42.387465,-85.870855,27.324553,61.123386,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:41.718 +0000",237,227.460938,5,42.387147,-85.871364,27.320028,61.113266,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:43.889 +0000",236,227.460938,5,42.386811,-85.871846,27.61849,61.780907,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:45.765 +0000",233,225.351562,5,42.386472,-85.872296,26.538275,59.364529,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:47.705 +0000",233,227.109375,5,42.386149,-85.872761,26.665459,59.649033,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:48.821 +0000",234,228.164062,5,42.385979,-85.873019,26.762779,59.86673,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:49.850 +0000",234,227.109375,5,42.385813,-85.873255,27.130577,60.689472,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:51.700 +0000",236,227.109375,5,42.385528,-85.873758,27.159805,60.754856,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:52.706 +0000",236,227.109375,5,42.385351,-85.874003,27.622231,61.789272,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:53.893 +0000",235,226.609589,5,42.385133,-85.874203,27.853775,62.307224,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:54.913 +0000",235,226.609589,5,42.384958,-85.874454,27.86879,62.340809,4,"N","N"
"DW22122013143248227054","2013-12-22 19:39:56.691 +0000",235,226.609589,5,42.384631,-85.874921,27.520201,61.561039,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:57.905 +0000",235,227.593506,5,42.384468,-85.875161,26.285849,58.799866,3,"N","N"
"DW22122013143248227054","2013-12-22 19:39:58.909 +0000",235,228.078949,5,42.38431,-85.875399,26.206486,58.622337,3,"N","N"
"DW22122013143248227054","2013-12-22 19:40:00.661 +0000",235,227.459045,5,42.384016,-85.875841,25.828049,57.775795,3,"N","N"
"DW22122013143248227054","2013-12-22 19:40:01.664 +0000",235,226.344757,5,42.383848,-85.876085,25.673353,57.429752,3,"N","N"
"DW22122013143248227054","2013-12-22 19:40:02.674 +0000",235,227.071381,5,42.383682,-85.876325,34.184536,76.468758,3,"N","N"
"DW22122013143248227054","2013-12-22 19:40:04.677 +0000",237,227.071381,5,42.383369,-85.87678,25.719919,57.533916,3,"N","N"
"DW22122013143248227054","2013-12-22 19:40:05.681 +0000",238,225.142181,5,42.383214,-85.876997,25.248556,56.479504,3,"N","N"
"DW22122013143248227054","2013-12-22 19:41:07.814 +0000",238,225.142181,5,45.383214,-90.876997,25.248556,56.479504,3,"N","N"
